Ort::REDE_GIDs;Ort::Longitude;Ort::Latitude;Ort::Name;Bogennummer;Ort::Sprache;Transliteration WS29;WS29: Stammvokal Positiv;WS29: Stammauslaut Positiv;WS29: Stammvokal Komparativ;WS29: Stammauslaut Komparativ;
102766;8,05073;50,98044;MÜSEN;27064;1;Os Berg sie net sehr hoch, de egge sie vel höger.;o;ch;ö;g;
102266;8,00787;51,15597;SPORKE;23885;1;Unse Biärge sind nit sehr hëugn, de auen sind viël högger.;ëu;gn;ö;gg;
102939;7,984;51,29586;STOCKUM;24180;1;Uese Biärre sind nit ganz (ungebr. sehr) heoge, de uggen sind viell höchter (högger);eo;ge;ö;cht;
103028;7,96057;51,4516;NEHEIM;22998;1;Uese Biärge sint nit wahne häouge, de uggen sint vill höchter.;äou;ge;ö;cht;
102847;7,93087;51,65191;NORDDINKER;23231;1;Uise Bärge sind (virl) nit soeu häeuge, de iue sind virll höchter. ;häeu;ge;ö;cht;
101460;7,94635;51,80536;VORHELM;23426;1;Use Biärge sind nich düftig haug, jue sint viel höägter;au;g;ö;gt;
102244;7,89819;51,97427;EINEN;23478;1;Use Biäg sint nieh düflig haug, gue seit häochter.;au;g;äo;cht;
543711;7,842229277;52,1330543;RINGEL;20117;1;Use Biärge sind nich nütte hauge, de juwwen sind vierl häuger.;au;ge;äu;g;
102815;7,87807;52,31422;WESTERKAPPELN;20269;1;"Use Biarge sind nich eiwige hauge; Juhe sind vüll häuger.";au;ge;äu;g;
106419;7,82957;52,47625;MERZEN;20370;1;Use Bärge (Bölle) sind nich rechhoch, de joue sind vell höger.;o;ch;ö;g;
543799;7,80895926;52,64047486;RENSLAGE;20468;1;Use Berge sind nich nitske hoch, jau sind vehl höger.;o;ch;ö;g;
107332;7,78096;52,81598;GAREN;20562;1;Use Bärge sünd nich recht hoch, deï jaue sünd väle höger.;o;ch;ö;g;
520618;7,76901;52,97003;NEUARENBERG;20599;1;Use Bärge bünt nich rächt hoch, jaue bünt vähle höger.;o;ch;ö;g;
114842;7,78056;53,14718;LOHE;47219;1;Use Barge sünd nich ganz hoch, jaue sünd väl höger.;o;ch;ö;g;
114054;7,75073;53,3052;REMELS;47455;1;Unse Bargen sünt nich gans (he͡ÿl) hoch, jo͡use sund völ höger.;o;ch;ö;g;
110442;7,7709;53,44988;WIESEDE;47670;1;Uns Barg sünt nig ganz hoch, jos sünd föl höger.;o;ch;ö;g;
115481;7,66379;53,62527;STEDESDORF;48368;1;Uns Berg' sünd nich ganz hoch, joo's sünd fö(ä)l högger;o;ch;ö;gg;
108712;7,69412;53,77033;SPIEKEROOG;48240;1;Uns' Bargen sünd nich ganz hoch, jo's sünd föl hoger.;o;ch;o;g;
14847;8,40439;46,82098;ENGELBERG;46040;1;Uisi Bärg sind nid ä so höch, ui‿e sind vil höcher.;ö;ch;ö;ch;
19744;8,52515;46,99078;GERSAU;46017;1;Üsi Berg sind sehr höch, üi sind viel höcher.;ö;ch;ö;ch;
14984;8,46603;47,13414;RISCH;45630;1;Üsi Bärg sind nüd grad höch, üi sind vil höcher.;ö;ch;ö;ch;
18134;8,46842;47,315;BONSTETTEN;45501;1;Euseri Berg sind nöd so hoch, euri sind viel höcher.;o;ch;ö;ch;
21207;8,45336;47,48282;DIELSDORF;45345;1;Euseri Bärg sind nüd e so höch, euri sind höcher.;ö;ch;ö;ch;
17313;8,67668;47,65174;WILDENSBUCH;44519;1;Üüseri Berg sind nit so höch, eueri sind viel höcher.;ö;ch;ö;ch;
129798;8,66036;47,81721;TENGEN;40863;1;Isere Bärg sind nit so ho, eure sind viel heher.;o;;e;h;
133784;8,63525;47,99144;ÖFINGEN;41114;1;Ṵ̈nsere Bearg sind net so hoh, eubere sind viel höher.;o;h;ö;h;
129752;8,6275;48,16786;ROTTWEIL;37138;1;Iseri Bärg sind nit arg hoh, die eibera sind viel höher.;o;h;ö;h;
130666;8,57013;48,31544;AISTAIG;37401;1;Èisere Berg sind nḛt so hoh, eubre send veil höher.;o;h;ö;h;
133441;8,57584;48,49849;OBERWALDACH;37658;1;Ä̰ṵßere Berg send ned sehr hoch, de eubere send viel höcher.;o;ch;ö;ch;
132539;8,54684;48,67203;HÜNERBERG;38044;1;Außere Berg send net arg hau, de uire sen̄d veil haier.;au;;ai;;
131983;8,55523;48,82296;DENNACH;38169;1;Ŏnsa̰re Bèrg sen nĕt so arg hoch, dĕ eure sen viel höcha̰r.;o;ch;ö;ch;
132448;8,52712;49,00389;BERGHAUSEN;34447;1;Unsa̱r Berig senn nett so arig hoch, eua̱re sénn viel höcha̱r.;o;ch;ö;ch;
132099;8,48928;49,16535;GRABEN;34566;1;Unser Berg senn nédd so hoch, eire senn viel hecher.;o;ch;e;ch;
131656;8,49951;49,30106;ALTLUSSHEIM;33849;1;Unsere Berig sin net so hoch, euere sin viel höcher.;o;ch;ö;ch;
98443;8,44734;49,48099;LUDWIGSHAFEN AM RHEIN;34076;1;Unser Bèrche sinn net ārich hōgg, ei’re sinn viel hḗcher.;ō;gg;ḗ;ch;
98888;8,44622;49,66245;BOBSTADT;34305;1;Unser Berje sind nit sou houch, eiere sin vel häicher.;ou;ch;äi;ch;
96448;8,47034;49,83533;ERFELDEN;33605;1;Unsere Berje sinn nedd sehr hoch, die euren sinn vehl höhjer.;o;ch;ö;hj;
97074;8,41048;49,9948;RÜSSELSHEIM;33725;1;Unser Berg sein nett so hoch, eier sein veel hecher.;o;ch;e;ch;
99243;8,37568;50,14973;VOCKENHAUSEN;27223;1;Unser Berje sein nit sehr huch, die euern sein viel hiecher.;u;ch;ie;ch;
96184;8,38494;50,32567;CRATZENBACH;27507;1;Uß Berja sein nit su huch, d'oier sein vill hiher;u;ch;i;h;
94797;8,38038;50,49119;PHILIPPSTEIN;27821;1;Us Berje sei nit sehr huk, die auern sei vill hicher.;u;k;i;ch;
100248;8,3276;50,65381;SINN;26283;1;Us Berge sei net sehr huck, auer sei vill hicker (höher).;u;ck;i (ö);ck (h);
535378;8,310579688;50,82959295;STRAßEBERSBACH;26683;1;Oi Barje sei net hoik, de auer sei vil hijer.;oi;k;i;j;
103809;8,29625;50,99744;SCHAMEDER;27074;1;Inse Berge sei net färchterlich hug, öge sei veerl heger.;u;g;e;g;
103666;8,28584;51,15411;SCHMALLENBERG;23902;1;Uesse Biärge sind nit wahn häŭ̈ge daï aggen sind fiäl högger.;äŭ̈;ge;ö;gg;
101380;8,22732;51,47615;NIEDERBERGHEIM;23010;1;Üĕse Bië͝ärge sind nitt wahne hëuje, dei uggen sind viël höchter.;ëu;je;ö;cht;
544138;8,231584076;51,66488154;GÖTTINGEN;23343;1;Use Bierge sind ni wahne hauge, joue sind viel höchter.;au;ge;ö;cht;
101255;8,20222;51,80379;STROMBERG;23435;1;Uuse Birge sind nich ganß hauge, joue sind höchter.;au;ge;ö;cht;
102153;8,14209;51,97737;GREFFEN;23483;1;Usse Biäge sind nich nütte hauge, de jouen sind vijel höchter.;au;ge;ö;cht;
116652;8,14588;52,13922;HILTER AM TEUTOBURGER WALD;20128;1;Use Biärge sind nich nütte hauge, de juen sind vièl häuger.;au;ge;äu;g;
105354;8,15798;52,31606;ASTRUP;20283;1;Use Bierge sind nich sehr hage, de jue sind vierl heuger.;a ;ge;eu;g;
107759;8,0952;52,47813;VÖRDEN;20381;1;Use Bjärge sind nigg recht hauge, juwwe (jugge) sind vull häuger.;au;ge;äu;g;
105319;8,12092;52,65932;DINKLAGE;20481;1;Use Berge sünt nich sehr hog, dei jauen sint veel höger. (sünt auch sint);o;g;ö;g;
105267;8,06387;52,81064;SEVELTEN;20575;1;Use Berge sünd nich recht hoch, joue sünd väl höger.;o;ch;ö;g;
110755;8,02414;52,95515;GARREL;20604;1;Use Barge sünd nich recht hoch, jaue sünd väle höger.;o;ch;ö;g;
546892;7,985741345;53,15868334;BURGFELDE;47224;1;Us' Barg sünd nich ganz hoch, jo sünd väl hörger.;o;ch;ö;rg;
546954;8,031800239;53,28863493;PETERSFELD;47463;1;Use Barge sünd nich ganz hoch, joe sünd veel högger.;o;ch;ö;gg;
106416;7,9855;53,47874;NEUSTADTGÖDENS;47677;1;Uns Bargen sünd nich ganz hoch, jons sünd veel höger.;o;ch;ö;g;
116088;7,97986;53,63678;WÜPPELS;48383;1;Uns Bargen sünd nich ganz hoch, jons sünd väl högger.;o;ch;ö;gg;
16447;8,65031;46,82368;ERSTFELD;46045;1;Jsri Bärg sind nit hech, ihwri sind hecher;e;ch;e;ch;
20108;8,72369;46,98729;ILLGAU;46021;1;Üsi Bärg sind nit grad höch, die Ürä sind viel höcher.;ö;ch;ö;ch;
21196;8,74759;47,18729;FEUSISBERG;45611;1;Öüsere Berg sind nüt so höüch, die öüsige sind viel höücher.;öü;ch;öü;ch;
18535;8,7118;47,33293;RIEDIKON;45529;1;Eusi Berg sind nüd gar höch, eui sind vill höcher.;ö;ch;ö;ch;
20759;8,64828;47,48988;UNTERWAGENBURG;45356;1;Euseri Berg sind nūd grad hōch, eueri sind vill höcher.;ō;ch;ö;ch;
132354;8,90035;47,68774;SCHIENEN;40757;1;Üsere Berg sind nit sölle hoh, euere sind viel höher.;o;h;ö;h;
130872;8,8974;47,85806;EIGELTINGEN;41018;1;Unseri Bā̈rg sind it selli hoh, eüri sind viel höher.;o;h;ö;h;
132343;8,86067;48,00602;NENDINGEN;38623;1;Ḛisere Bĕa̰rg sind it sellḭ ho, die eiba̰rḛ sind viel höher.;o;;ö;h;
132412;8,86282;48,16319;OBERNHEIM;37153;1;Aisere Berg sind it so grausig hau, die eibare sind viel haier.;au;;ai;;
128030;8,81662;48,35457;STETTEN BEI HAIGERLOCH;37555;1;Ausere Berg sind itt sellig hau, die eubere sind veil haier.;au;;ai;;
127575;8,83695;48,52245;BONDORF;37802;1;A̰ṵsere Berg sind net gär hoch, die uire sind viel haier.;o;ch;ai;;
129506;8,82859;48,69507;GECHINGEN;38056;1;O̱sere Berg sen net arg hau, de uire sen viel haier.;au;;ai;;
132338;8,80329;48,82521;TIEFENBRONN;38182;1;Ṵsere Berg sen̄ nett so arig hoch, d' uire sen̄ viel höcher.;o;ch;ö;ch;
130252;8,74383;48,99804;KLEINVILLARS;38482;1;Onsar’ Berig’ sen̄ nedd so arig hoch, dia̰ eira̰ sen̄ viel höcher.;o;ch;ö;ch;
129784;8,75076;49,17902;ODENHEIM;34707;1;Unser Berg senn net so hoch, aiere senn viel hècher.;o;ch;è;ch;
132491;8,75841;49,319;SCHATTHAUSEN;33860;1;Unsärä Bärgä senn ned ărīg houch, awer eiäri senn viel höchär.;ou;ch;ö;ch;
131624;8,72439;49,49399;URSENBACH;34096;1;Unsa Bèrig sinn nét sou houch, eiari sinn vel häicha.;ou;ch;äi;ch;
99179;8,71527;49,65645;MITTERSHAUSEN;34321;1;Unser Berje sin nit aorg houch, eieri sin vehl häiger.;ou;ch;äi;g;
97042;8,69787;49,8339;TRAISA;33614;1;Unsa Beaje sin net sia hoch, di eire sin vel hega.;o;ch;e;g;
100262;8,66668;49,98671;LANGEN (HESSEN);33741;1;Unser Berje sein net gar hoch, euer sein veel hööcher.;o;ch;öö;ch;
94522;8,64714;50,16176;HEDDERNHEIM;27244;1;Unser Berg' sinn net sehr hoch, die euern sinn viel höcher.;o;ch;ö;ch;
94840;8,61792;50,34179;FRIEDRICHSTAL;27692;1;Us Berje sein nit su huch, aue sei vill hiher.;u;ch;i;h;
99544;8,61148;50,49416;DORNHOLZHAUSEN;27835;1;Uhs Berk es net so huk, au seij viel hiher.;u;k;i;h;
98188;8,59958;50,66884;KRUMBACH;28278;1;Ois Berk sei neat se huck, au sei viel hücker.;u;ck;ü;ck  ;
95706;8,55685;50,82511;HERZHAUSEN;28392;1;Eïse Bärje saï nit z' hug, aue saï vill hijer.;u;g;i;j;
100720;8,54797;50,9931;HATZFELD (EDER);10857;1;Inse Berge sei net sehr hok, owe sei viel heger.;o;k;e;g;
101970;8,56285;51,15356;ZÜSCHEN;24490;1;Unse Biärge sitt nitt ganz hauge, ugge sitt viel högger.;au;g;ö;gg;
101289;8,48993;51,35499;OLSBERG;24884;1;"Usse Biärge seÿt nitt sau heuge; ugge seÿt vil höchter.";eu;g;ö;cht;
103245;8,48718;51,5111;MEISTE;25113;1;Use Biärge sint nit wahne he-uge, jiue sint viel höchter.;e-u;ge;ö;cht;
102200;8,4739;51,66242;BÖNNINGHAUSEN;25214;1;Use Berge sind nit säu häuche, de jiuen sind viel höchter.;äu;che;ö;cht;
102972;8,4904;51,81524;WESTERWIEHE;25407;1;Use Biärge sind nich gans hauge, jouhe sind viël höchter.;au;ge;ö;cht;
101691;8,41425;52,0046;STEINHAGEN;21316;1;Use Bierge sent nich nütte hauge, jue sent vull haiger.;au;ge;ai;g;
112044;8,42817;52,15828;GROSS SCHIPLAGE;21455;1;Uise Birge send nich nütte hauge, jue send vull hoeger.;au;ge;oe;g;
106174;8,3898;52,33045;BROCKHAUSEN;21190;1;Use Be͡ärge ßünt nich ßau gans ha͡üge, jue ßünt full ho͡üger.;a͡ü;ge;o͡ü;g;
108434;8,37572;52,50909;BURLAGE;21024;1;Use Barge sünd nich ganz hoge, jue sünd vel höger.;o;ge;ö;g;
14654;9,10314;46,75132;MEIERHOF;46050;1;Insch Barga sind nid gad hoch, eui sind viel hehar.;o;ch;e;h;
117376;8,36081;52,65057;ASCHEN;20948;1;Use Barge sünd nich ganz hoge, johe sünd vēl höger.;o;ge;ö;g;
113801;8,31184;52,83661;VISBEK;20638;1;Use Bage sünd nich ganz hoch, de jouen sünd väl höger.;o;ch;ö;g;
110492;8,31903;53,00936;SANDHATTEN;47139;1;Use Barge sünd nich gans hoch, jo e sind väl höger.;o;ch;ö;g;
109345;8,32018;53,17327;MOORHAUSEN;47235;1;U's Bar'g sund nich ganz hoch, jor sund vull höger.;o;ch;ö;g;
547015;8,300590806;53,32493665;JADERBOLLENHAGEN;47470;1;Use Barge sünnd nich ganz hoch, jo sünnd väl höger.;o;ch;ö;g;
547062;8,330792544;53,53273255;IFFENS;48477;1;Us' Barg' sünd nich hoch, joon's sünd väl höger.;o;ch;ö;g;
116854;8,30186;53,60355;LANGWARDEN;48392;1;Use Barge sünnt nich duchtig hoch, jo' sünnt vǟl hogger.;o;ch;o;gg;
17273;8,99894;46,91957;LINTHAL;46038;1;Üsär Berg sind nüd so höch, üär sind vill höchär.;ö;ch;ö;ch;
16157;9,0456;46,97772;LEUGGELBACH;46027;1;Üser Berg sind nüd so höch, üer sind höcher.;ö;ch;ö;ch;
20322;8,97469;47,17031;REICHENBURG;45644;1;Üseri Berg sind sehr höch, üeri sind nu viel höher.;ö;ch;ö;h;
546140;8,933650889;47,34867219;BODEN BEI FISCHENTHAL;45474;1;Euseri Berg sind nüd so gar höch, eueri sind vil höcher.;ö;ch;ö;ch;
15490;8,92158;47,50308;WITTENWIL;44610;1;Üseri Bärg sind nöd so hoch, eueri sind vill höcher.;o;ch;ö;ch;
546010;9,146804618;47,69228556;WOLLMATINGEN;40771;1;Unsere Berg' sind nit seli hoh, euere sind viel höher.;o;h;ö;h;
129675;9,13657;47,83337;BILLAFINGEN;40898;1;Unsere Berg sind it gar so ho, die euere sind viel höher.;o;;ö;h;
132477;9,10207;48,01811;ROHRDORF;38640;1;Eisini Berg sind it seli hoh, di euere sind vill heher.;o;h;e;h;
128051;9,11728;48,17723;WINTERLINGEN;37302;1;A̰ṵsre Be͡arg send et so sölle (von soll)/grausig hau, de uire send vill haier.;au;;ai;;
133459;9,12013;48,35833;SALMENDINGEN;37571;1;Ausare Bearg sind itt selle hauh, die uiare sind vill haihar.;au;h;ai;h;
131441;9,07887;48,53096;LUSTNAU;37825;1;O̰sere Berg send et arg hau, de uire send viel haier.;au;;ai;;
130893;9,05976;48,66017;SCHÖNAICH;37947;1;O̰să̰ră̰ Berg send et arg hauch, dă̰ n uiră̰ sind viel häucher.;au;ch;äu;ch;
129516;9,03021;48,84495;SCHÖCKINGEN;38348;1;Onsere Berg sen̄ net so hauch, de uire sen̄ viel haicher.;au;ch;ai;ch;
133433;9,02154;48,99915;HOHENHASLACH;38502;1;Onsere Berg send net so hoch, de eure send viel höher.;o;ch;ö;h;
131137;9,04557;49,17711;MASSENBACHHAUSEN;34734;1;Unser Bärig sḛ̆n net arig hoch, die aiere sḛ̆n viel hecher.;o;ch;e;ch;
131042;9,00823;49,3472;DAUDENZELL;34001;1;"Unsr Berg senn net so houch; eueri senn viel hechr.";ou;ch;e;ch;
100198;8,96544;49,52482;GAMMELSBACH;34216;1;Unser Berg senn nett sou houch, die airige senn viel häiger.;ou;ch;äi;g;
94479;8,95083;49,68248;STEINBUCH;33331;1;Unsere Berje sin net me so hoch, die eure sin höcher.;o;ch;ö;ch;
100587;8,96256;49,84068;HEUBACH;33631;1;Or Berje sein nitt, saou haouch, eier sein veel häich'r.;aou;ch;äi;ch;
100401;8,88892;50,0083;DUDENHOFEN;27106;1;Oanser Berg sann nitt sihr houch, auer sann väil häicher.;ou;ch;äi;ch;
95559;8,91949;50,17877;BRUCHKÖBEL;27425;1;Uhs Bärje sei͜n nedd sihr huch, auer sei͜n vill hiher.;u;ch;i;h;
99813;8,89683;50,34677;LEIDHECKEN;27719;1;Uhns Bärje sain näit sihr houch, die auern sein väil hiher.;ou;ch;i;h;
99674;8,91206;50,51945;NONNENROTH;28010;1;Uus Berk sai naiht sou huuch, däi aure sai fäil hieher.;uu;ch;ie;h;
100459;8,86344;50,67498;LONDORF;28298;1;Jhs (ns) Berje sei (ns) nit sehr huk, au sei (ns) viel higer.;u;k;i;g;
101112;8,84606;50,86045;BETZIESDORF;28568;1;Inse Berge sai nett viel huch, auer sai viel hieer.;u;ch;ie;;
19212;9,2436;46,53889;NUFENEN;46055;1;Ünschi Bärga sind nit krat hoch, äui sind vill höhär.;o;ch;ö;h;
96272;8,81166;51,02736;BOTTENDORF;24360;1;Inse Bärge sein nett hoch, öwe sein vehl hecher.;o;ch;e;ch;
94257;8,79521;51,1695;RHADERN;24636;1;Unse Berge sinn nitt vell hauch, ugge sinn vell höcher.;au;ch;ö;ch;
95069;8,76465;51,34354;SUDECK;24901;1;Unse Berge si'd nit vill hauch, (sehr ist ungebrl.-statt d. viel) jugge si 'd vill hödder.;au;ch;ö;dd;
103985;8,74005;51,51591;FÜRSTENBERG;25131;1;Usse Biärge syd nit gans hä̈uch, jiue syd vill höchter.;äu;ch;ö;cht;
520373;8,72275;51,65689;KIRCHBORCHEN;25223;1;Usse Biärge send net sehr haūch, deī jiūhen send vill hödder.;aū;ch;ö;dd;
545832;8,773504023;51,83629146;HAUSTENBECK;25514;1;Iuse Berge sind nich se hauch, jiu sind vell höchter (ö zw. ö & ä).;au;ch;ö;cht;
102011;8,71676;52,01463;KRENTRUPERHAGEN;21342;1;J̇u̇se Berge sind nich düget hä̇u̇ge, juwwe sind vell heuöchter.;ä̇u̇;ge;euö;cht;
101524;8,6718;52,15733;SCHWEICHELN-BERMBECK;21611;1;Use Bärge sind nich sau hauge, dei Juen sind viel häuger.;au;ge;äu;ge;
102861;8,63405;52,34995;ISENSTEDT;21199;1;Use Bērge sind nicht ganz houge [verlängerter Strich über 'ou'], jiue [verlängerter Strich über 'iu'] sind vull höuger [verlängerter Strich über 'öu'].;ou;ge;öu;g;
103244;8,64674;52,50044;PREUSSISCH STRÖHEN;21105;1;Use Barge sind nich hoche, die èure sind vull höhcher.;o;ch;öh;ch;
19652;9,2905;46,66809;CAMANA;46051;1;Önsch Bärga sind net (grusam) krad hoch, eich sind vel höher.;o;ch;ö;h;
116518;8,58443;52,67101;DÖRPEL;20891;1;Use Barge sind nich ganz hoch, juhe sind vehl höger.;o;ch;ö;g;
109702;8,64481;52,82247;BRÜMSEN;20798;1;Use Bage sunt nech ganz hoch, jaue sind vel höger.;o;ch;ö;g;
546885;8,60779032;53,01070805;ADELHEIDE;47154;1;Use Barge sünd nich ganz hoch, jor sünd väl höhger.;o;ch;öh;g;
109077;8,5663;53,17486;BARDENFLETH;47370;1;Use Berg sund nich gans hoch, jue sund höger.;o;ch;ö;g;
116945;8,56993;53,34549;OFFENWARDENERMOOR;47598;1;Unse Barg sünd nich hog, jone sund veel höger (dat schält' n Bulten);o;g ;ö;g;
111755;8,53201;53,53048;BLEXEN;48487;1;Use Barg' sunt nich gans heg', joh'e sunt väl höger.;e;g';ö;g;
106267;8,5169;53,67513;MISSELWARDEN;48302;1;Ünnse Bargen sünnd nich gans hoch, joe sünnd väl höger.;o;ch;ö;g;
105523;8,5904;53,82092;BERENSCH;48242;1;Unser Barg'n sünd ni gans hoch, joon sünd väl höger.;o;ch;ö;g;
15438;9,28213;46,78757;VALENDAS;46048;1;Inschi Berge sind nit gar hoch, euri sind vill höher.;o;ch;ö;h;
15285;9,15179;46,98481;ENGI;46026;1;Üser Bärg sind nüd gad höch, di euerä sind viel höcher.;ö;ch;ö;ch;
17551;9,24974;47,18569;STARKENBACH;45627;1;Öseri Berg sind nöd so höch, eueri sind viel höcher.;ö;ch;ö;ch;
15607;9,19226;47,33685;DICKEN BEI DEGERSHEIM;45492;1;Ueseri Berg sind ganz höch, euri sind no viel höcher.;ö;ch;ö;ch;
15104;9,17245;47,51119;NEUKIRCH AN DER THUR;44685;1;Üsi Berg send nöd so hoch, euri send vill höcher.;o;ch;ö;ch;
129179;9,40004;47,69278;KLUFTERN;40785;1;Iseri Bearg sind it selle hoh, die uiara sind viel höher.;o;h;ö;h;
133733;9,37456;47,86209;ILLMENSEE;41049;1;Üseri Berg sin nït selli hoh, die uiere sind viel höher.;o;h;ö;h;
130194;9,38609;48,01005;VÖLLKOFEN;38655;1;Eisere Bèrg send ét séhr hoh, dia uirè sind viel höher.;o;h;ö;h;
131215;9,35367;48,20566;DÜRRENWALDSTETTEN;37314;1;Äußere Bearg sind it so hau, dia uire sind viel haier.;au;;ai;;
132598;9,33549;48,3568;BERNLOCH;37581;1;Aṵn̰sere Berg send et arg hauch, de uire send viel häucher.;au;ch;äu;ch;
130804;9,34646;48,52951;DETTINGEN AN DER ERMS;37855;1;A̰ṵsere Bärg send et so arg hau, de uire send viel haier.;au;;ai;;
127326;9,31773;48,69423;DENKENDORF;38095;1;Aun̰sere Berg sein et arg hauch, de uire sein̄ viel haicher.;au;ch;ai;ch;
130587;9,29823;48,8577;HEGNACH;38373;1;Oãsere Berg send net so hauch, de uire send viel haicher.;au;ch;ai;ch;
132319;9,26281;49,02206;WINZERHAUSEN;34503;1;Aṵsere Berg sind et arg hauch, de uire send viel häucher (spr. haicher).;au;ch;äu;ch;
544422;9,259617235;49,17403608;BINSWANGEN;34750;1;Unsre Berg sin̄ nit so ho̰ch, euri sin̄ noch viel höcher.;o̰;ch;ö;ch;
127680;9,25406;49,34748;BILLIGHEIM;34015;1;"Unsere Berge sin̄ nicht arg houch; die euern sen̄ viel höücher!";ou;ch;öü;ch;
131022;9,2439;49,53425;RUMPFEN;34228;1;Unsere Berge send nit so hoch, die euren send viel höher.;o;ch;ö;h;
86306;9,22005;49,68886;BREITENDIEL;33346;1;Uns'r Berg senn net so̠͡u ho̠͡uch, e͟uari senn viel hö̠͡ücher.;o̠͡u;ch;ö̠͡ü;ch;
90366;9,20105;49,85922;HOFSTETTEN;33648;1;Unser Berg senn nett sou houch, eieri senn viel häicher.;ou;ch;äi;ch;
82332;9,19134;50,02903;WENIGHÖSBACH;27135;1;Unsare Barge sann ni̬t sehr houch, die eiern sann viel häher.;ou;ch;ä;h;
95948;9,15681;50,1871;HAILER;27444;1;O͡us Berg sei neït siehr houch, deï auern sein vill hicher.;ou;ch;i;ch;
99303;9,14844;50,36327;GELNHAAR;27742;1;Uñs Beak sai näit sir huch, die auen (au) sai vill hicher.;u;ch;i;ch;
100679;9,14246;50,51819;GÖTZEN;28027;1;Uhs Berje seih neat sah huch, auh seih väil hicher.;u;ch;i;ch;
95342;9,08908;50,69377;OTTERBACH;28315;1;Ins Bearg sei nitt viel huhk, eu sei viel hichar.;uh;k;i;ch;
98606;9,11693;50,85178;NEUSTADT (HESSEN);28589;1;Eise Berk sei nett su hoch, auwe sei veel höcher.;o;ch;ö;ch;
20734;9,53685;46,45853;AM BACH;46104;1;Ünsch Bärga sind nid gor hou, eur sind vill höier.;ou;;öi;;
100016;9,09777;51,04852;BERGFREIHEIT;24380;1;Unze Bärge sen net sehr hoch, die eiren senn vell hecher. (auch sein);o;ch;e;ch;
99290;9,08456;51,18648;BUHLEN;24659;1;Inze Bärge sin net ganz hoch, ugge sin vell hechcher.;o;ch;e;chch;
94608;9,03822;51,35057;BRAUNSEN;24917;1;Unse Berge sidd nit arg hauh, jugge sidd viel hädder.;au;h;ä;dd;
102192;9,02706;51,52914;SCHERFEDE;25136;1;Usse Birge säid nie düchtig hach, däi jugen säid höchter.;a;ch;ö;cht;
103925;9,03645;51,70522;SIEBENSTERN;25343;1;Ouse Biärge sind nit sehr hauch, jugge sind viel höchter.;au;ch;ö;cht;
104162;8,98811;51,85941;HEESTEN;25522;1;Juse Berge sind nich seu hadder hauch, jugge sind vell höchter.;au;ch;ö;cht;
103905;9,01787;52,01324;WENDLINGHAUSEN;21355;1;Juse Berge sind nich hadde hauch, juwwe sind vell höchter.;au;ch;ö;ch;
101248;8,9677;52,18788;VELTHEIM;21632;1;Use Barge sind nich so hoch, osse jaue Barge.;o;ch;;;
103305;8,95277;52,33325;WIETERSHEIM;21218;1;Use Barge sind nich gars hoch, dei gauen sind virl höger.;o;ch;ö;g;
110915;8,90975;52,52673;HOYSINGHAUSEN;21033;1;Use Berge sind nich ganz hoch, jaue sind veel höger.;o;ch;ö;g;
19331;9,50106;46,67764;MUTTEN;45758;1;Üser Bärge sy nid so höch, euer sy (sén) höcher.;ö;ch;ö;ch;
111151;8,88406;52,69239;MAASEN;20901;1;Use Barge sünd nich ganz hage, jo e sünd vel höger.;a;ge;ö;g;
543860;8,878103328;52,86272692;COLONIE SYKE;20734;1;Uuse Barrg sünnd nich so hoch, jooe sünnd höög'r.;o;ch;öö;g;
108013;8,8805;53,0151;DREYE;47171;1;Use Barge sünnt nech ganz hoch, jo'r sunnt väl höger.;o;ch;ö;g;
546941;8,842222062;53,18391576;MITTELBAUER;47402;1;Use Barge sund näg ganz hog, jur sund väl höger.;o;g;ö;g;
116563;8,86492;53,35456;PADDEWISCH;47612;1;Us Barg sund nicht ganz hoch, de john sünd vehl höger.;o;ch;ö;g;
114688;8,82184;53,52681;ALTLUNEBERG;48497;1;Use Barg sünd nich ganz so hoch, joe sünd veel höger.;o;ch;ö;g;
109010;8,80591;53,66003;FLÖGELN;48401;1;Unse Bargen sünd neg ganz hoch, jo'e sünd veel höger.;o;ch;ö;g;
113024;8,77311;53,82372;ALTENBRUCH;48247;1;Unse Bargen sünd nech ganz hoch, jun'n sünd väl höger.;o;ch;ö;g;
