CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;DE01;DE02_01;DE03;DE04_01;DE04_02;DE04_03;DE04_04;DE05;DE06;DE07_01;SA01;SA01_01;SA01_02;SA01_03;SA01_03a;SA02;SA02_01;SA02_02;SA02_03;SA02_03a;SA03;SA03_01;SA03_02;SA03_03;SA03_03a;SA04;SA04_01;SA04_02;SA04_03;SA04_03a;SA05;SA05_01;SA05_02;SA05_03;SA05_03a;SA06;SA06_01;SA06_02;SA06_03;SA06_03a;SO01;SO01_01;SO01_02;SO01_03;SO01_03a;SO02;SO02_01;SO02_02;SO02_03;SO02_03a;SO03;SO03_01;SO03_02;SO03_03;SO03_03a;SO04;SO04_01;SO04_02;SO04_03;SO04_03a;SU01;SU01_01;SU01_02;SU01_03;SU01_03a;SU02;SU02_01;SU02_02;SU02_03;SU02_03a;SU03;SU03_01;SU03_02;SU03_03;SU03_03a;SU04;SU04_01;SU04_02;SU04_03;SU04_03a;SU05;SU05_01;SU05_02;SU05_03;SU05_03a;SU06;SU06_01;SU06_02;SU06_03;SU06_03a;SD01;SD01_01;SD01_02;SD01_03;SD01_03a;SD02;SD02_01;SD02_02;SD02_03;SD02_03a;SD03;SD03_01;SD03_02;SD03_03;SD03_03a;SD04;SD04_01;SD04_02;SD04_03;SD04_03a;SM01;SM01_01;SM01_02;SM01_03;SM01_03a;SM02;SM02_01;SM02_02;SM02_03;SM02_03a;SM03;SM03_01;SM03_02;SM03_03;SM03_03a;SM04;SM04_01;SM04_02;SM04_03;SM04_03a;AA01;AA01_01;AA01_02;AA01_03;AA01_03a;AA02;AA02_01;AA02_02;AA02_03;AA02_03a;AA03;AA03_01;AA03_02;AA03_03;AA03_03a;AA04;AA04_01;AA04_02;AA04_03;AA04_03a;AA05;AA05_01;AA05_02;AA05_03;AA05_03a;AA06;AA06_01;AA06_02;AA06_03;AA06_03a;AA07;AA07_01;AA07_02;AA07_03;AA07_03a;AA08;AA08_01;AA08_02;AA08_03;AA08_03a;AA09;AA09_01;AA09_02;AA09_03;AA09_03a;AA10;AA10_01;AA10_02;AA10_03;AA10_03a;AO01;AO01_01;AO01_02;AO01_03;AO01_03a;AO02;AO02_01;AO02_02;AO02_03;AO02_03a;AO03;AO03_01;AO03_02;AO03_03;AO03_03a;AO04;AO04_01;AO04_02;AO04_03;AO04_03a;AO05;AO05_01;AO05_02;AO05_03;AO05_03a;AO06;AO06_01;AO06_02;AO06_03;AO06_03a;AO07;AO07_01;AO07_02;AO07_03;AO07_03a;AO08;AO08_01;AO08_02;AO08_03;AO08_03a;AO09;AO09_01;AO09_02;AO09_03;AO09_03a;AO10;AO10_01;AO10_02;AO10_03;AO10_03a;AU01;AU01_01;AU01_02;AU01_03;AU01_03a;AU02;AU02_01;AU02_02;AU02_03;AU02_03a;AU03;AU03_01;AU03_02;AU03_03;AU03_03a;AU04;AU04_01;AU04_02;AU04_03;AU04_03a;AU05;AU05_01;AU05_02;AU05_03;AU05_03a;AU06;AU06_01;AU06_02;AU06_03;AU06_03a;AU07;AU07_01;AU07_02;AU07_03;AU07_03a;AU08;AU08_01;AU08_02;AU08_03;AU08_03a;AU09;AU09_01;AU09_02;AU09_03;AU09_03a;AU10;AU10_01;AU10_02;AU10_03;AU10_03a;AD01;AD01_01;AD01_02;AD01_03;AD01_03a;AD02;AD02_01;AD02_02;AD02_03;AD02_03a;AD03;AD03_01;AD03_02;AD03_03;AD03_03a;AD04;AD04_01;AD04_02;AD04_03;AD04_03a;AD05;AD05_01;AD05_02;AD05_03;AD05_03a;AD06;AD06_01;AD06_02;AD06_03;AD06_03a;AD07;AD07_01;AD07_02;AD07_03;AD07_03a;AD08;AD08_01;AD08_02;AD08_03;AD08_03a;AD09;AD09_01;AD09_02;AD09_03;AD09_03a;AD10;AD10_01;AD10_02;AD10_03;AD10_03a;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME020;TIME021;TIME022;TIME023;TIME024;TIME025;TIME026;TIME027;TIME028;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
328;;;akz;interview;2022-07-16 11:24:52;1;;;49;;73728;;2;2;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;1;2;Grundform ist schon phonologisch nicht möglich;1;1;1;2;s.o.;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;4;7;;;26;6;;9;23;17;18;12;12;19;20;22;18;9;25;14;12;12;13;8;69;9;6;338;;2022-07-16 11:31:22;1;0;28;28;3;3;1,06;7
329;;;akz;interview;2022-07-16 11:31:04;1;;;30;Freiburg;79106;Deutschland;1;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;82;5;;;21;8;;24;26;17;25;12;9;12;14;23;14;8;13;19;8;13;14;6;18;11;9;334;;2022-07-16 11:37:55;1;0;28;28;0;0;1,06;7
330;;;akz;interview;2022-07-16 11:33:55;1;;;21;Amsterdam;1091;Niederlande;2;1;Bayrisch;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;5;5;;;30;13;7;7;17;14;11;6;6;6;8;18;11;7;10;7;5;6;6;4;10;5;4;228;;2022-07-16 11:37:43;1;0;28;28;0;0;1,78;40
335;;;akz;interview;2022-07-16 11:39:04;2;Türkisch;1;29;Binzen;79589;Deutschland ;1;2;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;3;6;7;6;22;5;;16;48;18;18;10;8;12;11;21;13;6;12;9;6;10;11;7;15;7;8;315;;2022-07-16 11:44:19;1;0;28;28;0;0;1,33;18
344;;;akz;interview;2022-07-16 11:39:55;1;;;90;Viersen;41747;NRW;2;2;;1;1;2;1;;2;1;2;2;Sanfter;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;36;25;;;112;19;;36;436;44;49;56;42;47;59;74;1296;26;78;53;21;41;51;19;34;76;24;426;;2022-07-16 12:25:50;1;0;28;28;0;0;0,3;0
345;;;akz;interview;2022-07-16 11:40:30;1;;;41;Hamburg;22767;Deutschland;2;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;3;4;;;22;5;;2;28;23;27;14;11;25;13;47;22;10;20;11;9;13;15;5;17;12;8;366;;2022-07-16 11:46:37;1;0;28;28;0;0;1,16;18
347;;;akz;interview;2022-07-16 11:48:00;1;;;21;Quickborn;25451;Deutschland;2;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;3;;;18;4;;2;18;16;16;12;8;10;12;19;18;6;12;16;6;10;30;13;14;12;9;285;;2022-07-16 11:52:46;1;0;28;28;0;0;1,44;35
348;;;akz;interview;2022-07-16 11:48:30;1;;;41;Turku;20700;Finnland;1;2;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;2;2;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;2;2;2;1;;1;2;1;1;;1;1;1;2;Klingt insgesamt sehr ubgrammatisch;1;1;1;2;Klingt insgesamt sehr ubgrammatisch;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;6;6;;;24;9;;11;39;19;40;14;12;26;20;26;21;9;17;24;14;15;25;11;90;17;9;431;;2022-07-16 11:56:54;1;0;28;28;0;0;0,83;0
349;;;akz;interview;2022-07-16 11:50:11;1;;;66;Bochum ;44879;Deutschland ;1;1;Plattdeutsch;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;5;;;29;5;9;1;36;12;10;9;6;19;10;68;17;8;11;13;4;14;14;17;23;17;7;365;;2022-07-16 11:56:16;1;0;28;28;0;0;1,36;42
350;;;akz;interview;2022-07-16 11:52:20;1;;;30;Lyon;69007;Frankreich;1;2;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;2;5;;;19;8;;33;24;13;24;69;8;22;27;41;176;11;94;30;11;19;17;13;17;21;12;404;;2022-07-16 12:04:18;1;0;28;28;0;0;0,86;7
356;;;akz;interview;2022-07-16 12:05:21;1;;;24;Hannover;30459;Deutschland;1;2;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;4;3;;;16;8;;9;19;15;18;16;12;19;18;22;14;8;14;17;7;17;14;5;13;11;6;305;;2022-07-16 12:10:26;1;0;28;28;0;0;1,2;11
366;;;akz;interview;2022-07-16 13:04:52;2;Albanisch;1;27;Wien;1230;Österreich ;1;2;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;2;3;7;6;96;9;;12;23;25;17;9;9;12;11;16;16;8;16;18;6;16;15;3;18;19;6;326;;2022-07-16 13:11:30;1;0;28;28;0;0;1,29;18
368;;;akz;interview;2022-07-16 13:20:52;1;;;25;Münster;48143;Deutschland;1;2;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;4;3;;;13;4;;7;33;22;22;10;19;16;18;26;18;6;11;13;8;8;7;5;12;10;4;299;;2022-07-16 13:25:51;1;0;28;28;0;0;1,37;19
373;;;akz;interview;2022-07-16 13:38:44;1;;;43;München ;81667;Deutschland ;2;2;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;3;9;;;23;6;;2;59;36;26;22;12;17;25;46;31;11;18;13;14;16;10;7;22;14;9;447;;2022-07-16 13:46:15;1;0;28;28;0;0;0,99;14
375;;;akz;interview;2022-07-16 14:06:48;1;;;25;Kassel;34127;Deutschland;1;2;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;2;2;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;5;5;;;11;16;;36;25;17;19;17;13;14;10;10;25;11;217;48;23;11;259;5;45;25;5;355;;2022-07-16 14:21:20;1;0;28;28;0;0;0,99;12
376;;;akz;interview;2022-07-16 15:05:38;1;;;31;Norderstedt;22846;Deutschland;1;1;Erzgebirgisch;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;1;2;Naster;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;1;2;Luten;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;1;2;Nuhen;1;2;1;1;;1;1;1;2;Laurkes;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;4;4;;;18;2;13;15;47;14;21;7;8;16;12;34;26;10;10;10;18;8;18;10;22;14;12;373;;2022-07-16 15:11:51;1;0;28;28;0;0;1,18;16
