Korrekturstatus;Quadrant;Bogennummer;REDE_Namen;Name;Longitude;Latitude;REDE_GIDs;Sprache;Herkunft;Erhebung;Allgemeine Anmerkungen zum Schreiber;WS26:Wortform;WS26:Stammvokal;WS26::Transliteration WS26;WS26::Anmerkungen WS26;WS33:Wortform;WS33:Stammvokal;WS33::Transliteration WS33;WS33::Anmerkungen WS33
korr. Link;51/44;1278;Insko;INSKO;15,56066;53,43452;375822;1;Marburg;1;Lateinschrift;Hūs;ū;Hinna o͡asam Hūs sto͡aa drē schöăn Appabömkas mit rōde Aepplakes (Aeppakas).;;Hüse;ü;Sīa Brōde wĕ̆̆ sich twē schöăn nīj Hüse ĕ̆ jugam Gŏă̆da būga.;
korr. Link;52/44;1287;Konotop;KONOTOP;15,82821;53,44244;374696;1;Marburg;1;Kurrent;Hus;u;Hinna osam Hus staua dre schöan Appabömkas mit rode Äppakas.;;Hüse;ü;Sia Brode wi sich twe schöan nig Hüse i juggam Gode bugga.;
korr. Link;40/29;12876;Lohma;LOHMA;12,54606;50,95499;139318;1;Marburg;1;Lateinschrift;Hause;au;Henger unsen Hause schtiehn drei schiene Äppelbemchen mit ruthen Äppelchen.;;Heiser;ei;Sei Bruder will sich zwee schiene Heiser in aur'n Gôrten baue.;
korr. Link;41/29;12898;Heiersdorf;HEIERSDORF;12,79845622;50,93588982;542291;1;Marburg;1;Kurrent;Haus;au;Hinger unsern {onsern} Haus stihn drei schiene Aepelbäm mit ruthen Aepeln.;;Häuser;äu;Sei Bruder will sich zwee schiene neue Häuser in euern Gaͦrten baun.;
korr. Link;42/29;12921;Sachsenburg;SACHSENBURG;13,03963;50,94183;140816;1;Marburg;1;Kurrent;Haus;au;Hinger unsern Haus stiehn drei schiene Äppelböömchen mit roth'n Äppeln.;;Heiser;ei;Sei' Brud'r will'ch zwee schiene neie Heiser in euern Goart'n bau'n.;
korr. Link;43/29;12942;Rothenfurth;ROTHENFURTH;13,31425;50,9658;138353;1;Marburg;1;Kurrent;Haus;au;Hinger unsen Haus schdiehn drei schiene Äppelbeemer mid róden Äppeln.;;Häuser;äu;Sei Bruder will sich zwee schiene neue Häuser in euern Gaͦrden baun.;
korr. Link;53/44;1296;Zabin;ZABIN;16,0857;53,43147;153188;1;Marburg;1;Kurrent;Hus;u;Hinna oasam Hus stauah dre schöan Äppaböhm mit rode Äppla.;;Hüse;ü;Sia Brode wi sick twe schöan nieg Hüse in guga Goada bugā;
korr. Link;44/29;12969;Borlas;BORLAS;13,61631;50,94387;138765;1;Marburg;1;Kurrent;Hause;au;Hinger unsern Hause schtiehn dreu schiene Appelbäuimchn met rothen Applichn. ;;Häuser;äu;Sein Bruder wellsch zwee schiene neuie Häuser in euiern Gort'n bau'n.;
korr. Link;45/29;13005;Dohna;DOHNA;13,85701;50,95464;140821;1;Marburg;1;Kurrent;Hause;au;Hinger unsen Hause schtiehn drei schiene Äppelbahme mit ruthen Äppeln.;;Heiser;ei;Sei Bruder will sich zwee schiene neie Heiser in eiern Gorten bau'n.;
korr. Link;46/29;13019;Porschdorf;PORSCHDORF;14,13042;50,93992;142852;1;Marburg;1;Kurrent;Hause;au;Hinter unsen Hause stihn drei Aeppelbehmchen mit ruthen Aeppelchen.;;Häuser;äu;Sei Bruder will sich zwee schöne neue Häuser in Euern Garten baun.;
korr. Link;40/26;13047;Morgenröthe;MORGENRￃﾖTHE;12,51314844;50,4441744;542319;1;Marburg;1;Kurrent;Haus;au;Hinter unnern Haus stenne drei schiene Äppelbäumle mit ruthen Äppelen. ;;Häuser;äu;Sei' Bruder will sich zwee schine neue Häuser in euern Garten baue.;
korr. Link;41/26;13054;Rittersgrün;RITTERSGRￃﾜN;12,80099;50,47348;140498;1;Marburg;1;Kurrent;Haus;au;Hinter unnern Haus schtinne drei schien Eppelbämle mit ruthen Eppeln.;;Haiser;ai;Sei Bruder will sich zwee rächte schine Haiser in eiern Garten baue.;
korr. Link;56/44;1315;Kamien;KAMIEN;16,93735;53,43084;374882;1;Marburg;1;Kurrent;Hius;iu;Hinnä usem Hius stauhä drei grell Aeppelböm mit rode Aeppel.;;Hüsä;ü;Siä Bröode wi sitsh twe grell nig Hüsä i juge Gaudä bugä;
korr. Link;40/27;13169;Saupersdorf;SAUPERSDORF;12,54046;50,61237;139321;1;Marburg;1;Kurrent;Haus;au;Hinner unnern Haus schtinne drei schiene Oepelbamle mit ruthen Oeppeln.;;Heiser;ei;Sei Bruder will sich zwee schiene neie Heiser in eiern Garten baue.;
korr. Link;41/27;13187;Kühnheide;KￃﾜHNHEIDE;12,800879;50,61883463;542348;1;Marburg;1;Kurrent;Haus;au;Hinner unnern Haus stinne drei schiene Oeppelbamla mit ruthen Oeppela.;;Heiser;ei;Sei Bruder well sich zwee schiene neie Heiser nei in eiern Garten baue.;
korr. Link;42/27;13210;Himmelmühle;HIMMELMￃﾜHLE;13,06058;50,62587;138641;1;Marburg;1;Kurrent;Haus;au;Hin̄ăr un̄ărn Haus stiehă drei schienă Äpplbaml'n mit ruth'n Äppl'n.;;Heisăr;ei;Sei Brudăr will sich zwee schienă neiă Heisăr in eiărn Gartn bauă.;
korr. Link;43/27;13226;Rübenau;RￃﾜBENAU;13,30128;50,59763;139696;1;Marburg;1;Kurrent;Haus;au;Hinner unsern Haus stiehe drei schiene Äppelbameln mit ruthen Äppeln. ;;Häuser;äu;Sei Bruder will zwä schiene neue Häuser in Garten baue.;
korr. Link;40/28;13269;Thurm;THURM;12,54647;50,76709;139438;1;Marburg;1;Kurrent;Hause;au;Hin̄er unsern Hause stiehn drei schune Äppelbämchen mit ruthen Äppelchen. ;;Heiser;ei;Sei' Bruder will 'sch zwee schüne neie Heiser in eir'n Garten bauen.;
korr. Link;41/28;13286;Ursprung;URSPRUNG;12,7795;50,77904;142276;1;Marburg;1;Kurrent;Haus;au;Hingr onsern Haus stiehn drei schüne Aeppelbemel mit ruthen Aeppeln.;;Häuser;äu;Sei Bruder will sich zwee schiene neue Häuser in euern Goarten bau.;
korrigiert: Steinicke, überprüft: Link;51/46;133;Sosnowo;SOSNOWO;15,51756;53,76575;160646;1;Marburg;1;"Kurrent; gut lesbare Schrift mit klar profilierten Buchstaben; einige wenige Diakritika; auf Seite 2 nach NB nichts bemerkt";Hus’;u;Hina osem Hus' stoaa drei schön Appelbömkes mit rora Äppelkes.;;Hüsa;ü;Sia Braura wüll sich twei schön nig Hüsa e jugem Goara buga;
korr. Link;42/28;13317;Dittmannsdorf;DITTMANNSDORF;13,05066;50,78027;138434;1;Marburg;1;Kurrent;Haus;au;Hinner onserm Haus schtieh drei schiene Äppelbämeln met ruthe Appelchn.;;Hoisar;oi;Sei Brudar well sich zwe schina Hoisar en o͜iarn Gartn baun.;
korr. Link;43/28;13340;Grosshartmannsdorf;GROSSHARTMANNSDORF;13,31924;50,79728;142819;1;Marburg;1;Kurrent;Haus;au;Hinna unsern Haus schdinn drei schina Äbbelbömeln mit róden Äbbeln.;;Heisa;ei;Sei Bruda will ch zwé schine neie Heisa in eiern Gordn baun.;
korr. Link;44/28;13355;Reichenau;REICHENAU;13,56587;50,80319;140851;1;Marburg;1;Kurrent;Hause;au;Henner unserm Hause stiehn drei schiene Aeppelbeemel mit ruthen Aeppeln.;;Heiser;ei;Sei Bruder will sich zwee schiene Heiser in eiern Gorten baun.;
korr. Link;45/28;13372;Liebenau;LIEBENAU;13,85538;50,78575;139047;1;Marburg;1;Kurrent;Hause;au;Hinger unsen Hause stihn drei schine Aeppelbemeln mit ruthen Aeppeln.;;Heiser;ei;Sei Bruder will s'ch zwe schine neie Heiser in eiern Goarten bau'n.;
korrigiert: Link;59/44;1338;Dzidno;DZIDNO;17,75795578;53,42095415;534933;1;Marburg;2;Kurrent;Hüus;üu;Hinna usem Hüus stauha drei grell Apellböjem mit röude Äpelches.;;Hüsn;ü;Sijn Bräude wi sich twe grell nij Hüsn i jugem Hof buge.;
korr. Link;52/28;13529;Wang-Brückenberg;WANG-BRￃﾜCKENBERG;15,72674275;50,77629276;542404;1;Marburg;1;Kurrent;Hause;au;Hinder ins'm Hause stiehn drei schiene Aeppelbämlann mit rutha Apperlan. ;;Heiser;ei;Sei Bruder wiel sich zwee schiene neie Heiser ei eiern Goarta baun.;
korrigiert: Link;53/28;13543;Pisarzowice;PISARZOWICE;15,95486;50,78753;389165;1;Marburg;2;Kurrent;Hause;au;Hinder insen Hause stiehn drei schiene Äppelbemlann mit ruta Äppalln.;;Häuser;äu;Sei Bruder wiehl sich zwee schiene neue Häuser ei euarn Gorta baun.;
korr. Link;54/28;13559;Boguszow-Gorce;BOGUSZOW-GORCE;16,20743;50,75691;386686;1;Marburg;1;Kurrent;Hause;au;Hinger inserm Hause stiehn drei schiene Äpp'lbeemla mit rutha Äpperlan.;;Häuser;äu;Sei Bruder wiel sich zwe schiene neue Häuser ei euarn Gorta baun.;
korr. Link;48/29;13655;Niederleutersdorf/Leutersdorf;NIEDERLEUTERSDORF/LEUTERSDORF;14,65276544;50,9556005;542439;1;Marburg;1;Kurrent;Hause;au;Hinder unsn Hause schtihn drei schine Appelbömel möt ruthen Äpchln.;;Hoiser;oi; Sei Bruder wöllch zwä schine' noie Hoiser e oiern Gahrten baun.;
korr. Link;49/29;13678;Rohnau (-);ROHNAU (-);14,90152069;50,94685019;542448;1;Marburg;1;Kurrent;Hause;au;Hinner unsen Hause stiehn drei schiene Aeppelbeemel mit rūthen Aeppchen. ;;Haüser;aü;Sei Bruder willsch (will's'ch) zwee schiēne neüe Haüser an eüern Gahrten bau'n.;
korr. Link;51/29;13700;Rebiszow;REBISZￃﾓW;15,44277;50,95309;386289;1;Marburg;1;Kurrent;Hause;au;Hinder insem Hause stiehn drei schiene Äppelbemla mit rutha Äpperlann.;;Häuser;äu;Sei Bruder wiel sich zwe schiene neue Häuser ei euarn Gohrta baua.;
korr. Link;52/29;13719;Siedlecin;SIEDLECIN;15,69243;50,94016;529888;1;Marburg;1;Kurrent;Hause;au;Hinder (Hinger) insem Hause steehn 3 schien Aeppelbeem mit ruta Apperlan. ;;Häuser;äu;Sei Bruider will zwa schien neue Häuser ei euern Goarta baun.;
korr. Link;53/29;13727;Myslow;MYSLOW;15,97695;50,9281;385883;1;Marburg;1;Kurrent;Hause;au;Hinger insen Hause stiehn drei schiene Oppelbömla mit rutha Appelchen. ;;Heuser;eu;Sei Bruder wiel sich zwee schiene Heuser ei euarm Go͡arta bau'n.;
korr. Link;54/29;13745;Jugowa;JUGOWA;16,24996;50,94262;391578;1;Marburg;1;Kurrent;Hause;au;Hinger insem Hause do stihn drei schüne Aeppelbemla mit rutha Aepperlon.;;Häuser;äu;Sei Bruder wihl sich zweh schühne neue Häuser ei euarn Goarta baun.;
korr. Link;55/27;13830;Wlodowice;WLODOWICE;16,47306;50,57075;386406;1;Marburg;1;Kurrent;Hause;au;Hender ensem Hause schtiehn drei schöne Äppelbämlan met rutha Äppan.;;Häuser;äu;Sei Bruder wiel sich zwe schiene neue Häuser ei euarn Gorta baun.;
korr. Link;57/27;13869;Biernacice;BIERNACICE;17,01494;50,57111;388750;1;Marburg;1;Kurrent;Hause;au;Hinger insm Hause horts 3 schiene Beeme mit rutha Äpperlan.;;Häuser;äu;Sei Bruder wil sich zwei schine Häuser ei eurm Guorta baun.;
korr. Link;58/27;13887;Rzymiany;RZYMIANY;17,28777;50,56603;391919;1;Marburg;1;Kurrent;Hause;au;Hinder inserm Hause stihn drei schine Appelbemel mit ruthen Äppelchen.;;Häuser;äu;Sei Bruder wil sich zwe schiene neue Häuser ei euern Gorten baun.;
korr. Link;59/27;13898;Szadurczyce;SZADURCZYCE;17,54127;50,56379;388785;1;Marburg;1;Kurrent;Hause;au;Hinger inserm Hause stihn drei schiene Äppelbeemel mit ruthen Äpperlen. ;;Haiser;ai;Sei Bruder wihl sich zwee schiene neie Haiser ei euerm Go͡arten baun.;
korr. Link;56/27;13929;Stoszowice;STOSZOWICE;16,75132;50,60111;390808;1;Marburg;1;Kurrent;Hause;au;Hinder insem Hause stiehn drei schine Äppelbemla mit rutha Apperlan.;;Häuser;äu;Sei Bruder wil sich zwe schiene neue Häuser ei euarn Goarta baun.;
korr. Link;55/28;13996;Lutomia Gorna;LUTOMIA GORNA;16,49574;50,74669;367140;1;Marburg;1;Kurrent;Hause;au;Hinger inserm Hause stiehn 3 schiene Aeppelbeemla mit rutha Aeppeln.;;Häuser;äu;Sei Bruder wiel sich zwee schiene neue Häuser ei euern Goarta baun.;
korr. Link;56/28;14023;Roztocznik;ROZTOCZNIK;16,7247;50,74663;388492;1;Marburg;1;Kurrent;Hause;au;Hinger insem Hause stüh'n drei schüne Öppelbömla mit rutha Öppala.;;Häuser;äu;Sei Bruder wiel sich zwe schüne, neue Häuser ei euarn Gorta bau'n.;
korr. Link;51/45;1403;Dobieszewo;DOBIESZEWO;15,53822;53,61301;158526;1;Marburg;1;Kurrent;Hus;u;Hina osem Hus ståa drei Appelböm mit rora Aeppla.;;Hüsa;ü;Sia Braura wi sich twei schöen nig Hüsa i juga Gåra buga.;
korr. Link;57/28;14034;Lipowa;LIPOWA;16,98938;50,73384;366619;1;Marburg;1;Kurrent;Hause;au;Hinger ins'm Hause stihn drei schine Aeppelbömla mit rutha Aeppeln. ;;Häuser;äu;Sei Bruder wil sich zwee schiene neue Häuser ei eurm Goarta baun.;
korr. Link;59/28;14074;Michalow;MICHALOW;17,51417;50,74342;389581;1;Marburg;1;Kurrent;Hause;au;Hinger insem Hause stihn drä schine Äppelbeemel mit rute Appelchen. ;;Häuser;äu;Sä Brud'er wiel sich zwiä schiene, neue Häuser a euern Goarten baun.;
korr. Link;60/28;14092;Karczow;KARCZOW;17,78334;50,70421;392718;1;Marburg;1;Kurrent;Hause;au;Hinger insern Hause stiehn drei schine Äppelbemel mit ruthen Äppelchen.;;Häuser;äu;Sei Bruder will sich zwe neie Häuser in euern Garten ban'n.;
korr. Link;58/28;14159;Jutrzyna;JUTRZYNA;17,2612;50,75422;386194;1;Marburg;1;Kurrent;Hause;au;Hinger ins'n Hause schtiehn drei schüne Appelbömel mit ruthen Äppelchen. ;;Häuser;äu;Sei Bruder wil sich zwei schine neue Häuser ei euern Gorten baun.;
korr. Link;52/45;1417;Rydzewo;RYDZEWO;15,82664;53,61641;375806;1;Marburg;1;Kurrent;Hūs;ū;Hinĕ ŭsem Hūs stahĕ drei schön Appelbömkes mit rōrĕ Aeppelkes.;;Hüsĕ;ü;Siĕ Bräurĕ wü̆ sick twei schöĕ nieg Hüsĕ ĭ jugĕm Gārĕ bugĕ.;
korr. Link;57/29;14234;Brzoza;BRZOZA;17,00388;50,90846;391860;1;Marburg;1;Kurrent;Hause;au;Hinger inserm Hause stiehn drei schine Aeppelbemel mit ruthen Aeppeln. ;;Häuser;äu;Sei Bruder wiel sich zwe schine neue Häuser ei euern Goart'n baun.;
korr. Link;58/29;14250;Jaczkowice;JACZKOWICE;17,27996;50,91595;388449;1;Marburg;1;Kurrent;Hause;au;Hinter insem Hause stihn drei schine Äppelbēme mit ruthe Äppeln. ;;Häuser;äu;Sei Bruder will sich zwe schine, neue Häuser ei euren Garten bauen.;
korr. Link;59/29;14275;Piastowice;PIASTOWICE;17,51786;50,89571;369484;1;Marburg;1;Kurrent;Hause;au;Hinger insen Hause stiehn drei schiene Aeppelbeeme mit ruthen Aeppeln. ;;Häuser;äu;Sei Bruder wihl sich zwei hübsche neue Häuser a euren Gorten baun.;
korr. Link;55/29;14305;Bozanow;BOZANOW;16,5052;50,92217;392235;1;Marburg;1;Kurrent;Hause;au;Henger ins'n Hause stiehn 3 schiene Äppelbämla mit ruha Äppallan.;;Häuser;äu;Sei Bruder wiel siech zwä schiene neue Häuser ei euern Go̳rta baun.;
korr. Link;53/45;1432;Rzepowo;RZEPOWO;16,09713;53,5926;151328;1;Marburg;1;Kurrent;Huhs;uh;Hinna osam Huhs staua dre schöan Appaböm mit roda Äppla. ;;Hühse;üh;Siah Brude will sik twee schöan nig Hühse ih gugam Gauda buga.;
korr. Link;56/29;14321;Rogow Sobocki;ROGOW SOBOCKI;16,75854;50,92697;385748;1;Marburg;1;Kurrent;Hause;au;Hinger insem Hause stiehn drei schiene Aeppelbeemla mit rutha Äpperlan.;;Häuser;äu;Sei Bruder wiel sich zwee schiene neue Häuser ei euern Goarta baun.;
korr. Link;56/25;14382;Wölfelsdorf (Wilkanów);WￃﾖLFELSDORF (WILKANￃﾓW);16,69625742;50,24949279;541497;1;Marburg;1;Kurrent;Hause;au;Hender onsem Hause stehn drei schöne Äppelbäuimla met rotha Äppalan.;;Häuser;äu;Sei Bruder well sich zwee schöne Häuser ei euan Gorta baun.;
korr. Link;54/45;1442;Lubowo;LUBOWO;16,3881;53,58605;372645;1;Marburg;1;Kurrent;Hūs;ū;Hinne osem Hūs stôe drei schön Appelbȫmkes mit rōd Äppelkes.;;Hüse;ü;Si Braure wi sich twei nig schön Hüse in jugem Gåre buge.;
korr. Link;61/24;14449;Thröm (Trebom);THRￃﾖM (TREBOM);18,02571486;50,04538313;540642;1;Marburg;1;Kurrent;Haus;au;Hender onserm Haus stehin drei Äppelbaamlen met ruthe Äppelen.;;Heiser;ei;Sei Bruder well sich zwee schiene neie Heiser ei eiern Gurdte baun.;
korr. Link;55/26;14458;Szczytna;SZCZYTNA;16,43333;50,40879;391058;1;Marburg;1;Kurrent;Hause;au;Hender onserm Hause stihn drei schiene Aepfelbämla met rutha Aepfalan.;;Hoiser;oi;Sei Bruder wil sich zwe schiene noie Hoiser ei oiam Gorta baun.;
korr. Link;56/26;14471;Jaszkowa Gorna;JASZKOWA GORNA;16,73068;50,40811;388518;1;Marburg;1;Kurrent;Hause;au;Hender unsem Hause stiehn 3 schien Äppelbämlan mit rutha Äppalan. ;;Hoiser;oi;Sei Bruder wiel sich zwee schine neie Hoiser ei eirem Gorta baun.;
korr. Link;58/26;14486;Nadziejow;NADZIEJOW;17,26018;50,38899;387458;1;Marburg;1;Kurrent;Hause;au;Hinter enserm Hause stihn drei schiene Äppelbämla mit rutha Äppalan. ;;Häuser;äu;Sei Bruder wil sich zwe schine neue Häuser in eurem Gorta bauen.;
korrigiert: Steinicke, überprüft: Link;52/46;145;Smardzko;SMARDZKO;15,86239;53,77752;373286;1;Marburg;1;"Lateinschrift; sehr gut lesbare, klar profilierte lateinische Kursivschrift; auf Seite 2 nach NB nichts bemerkt";Huus;uu;Hinne usem Huus stoahe drei schön Aeppelbömkes mit roore Aeppelkes. ;;Hüüse;üü;Si'e Braure wü sich twei schön nieg Hüüse i juge Goare bugge.;
korrigiert: Link;59/26;14505;Piorunkowice;PIORUNKOWICE;17,51572;50,40154;365314;1;Marburg;1;Kurrent;Hause;au;Hinger inserm Hause stiehn drai schine Äppelbemla mit rutha Äppalan.;;Häuser;äu;Sei Bruder wihl sich zwee schine neue Häuser ei euern Gorta baun.;
korrigiert: Link;55/45;1451;Steinforth (Brodźce);STEINFORTH (BRODￅﾹCE);16,64922303;53,57923598;541580;1;Marburg;1;Kurrent;Hous;ou;Hinnä ussäm Hous stoaha drei hübsch Äppelböhmjes mit roudä Äppeljes.;;Hüsä;ü;Siä Braudä wiä sijj twei schön nij Hüsä iä ussem Goadä bugä.;
korrigiert: Link;57/25;14537;Bielice;BIELICE;17,00516;50,27139;366235;1;Marburg;1;Kurrent;Hause;au;Hinter onsem Hause stehn 3 schöne Appelbämla met rotha Äppallan.;;Haiser;ai;Sei Bruder well sech zwe schöne neie Haiser ei eiam Gorta baun.;
korrigiert: Link;65/26;14560;Siemianowice Slaskie;SIEMIANOWICE SLASKIE;19,02622;50,30465;528282;1;Marburg;1;Kurrent;Hause;au;Hinger insarm Hause stihn drei schine Appelbäumlan mit rutha Apparlan.;;Heiser;ei;Sei Bruder wil sich zwe schine neue Heiser ei eiarn Gorta baun.;
korrigiert: Link;56/45;1461;Wegorzewo Szczecineckie;WEGORZEWO SZCZECINECKIE;16,90083;53,59936;146871;1;Marburg;1;Kurrent;Huhs;uh;Hinnä usem Huhs stauä 3 schöne Appelböhm mit rohdä Appelkes.;;Hüsä;ü;Siä Braudä will sick twei schön nig Hüsä i jugem Gaudä bugä.;
korr.: Link;19/22;14613;Nohfelden;NOHFELDEN;7,1428;49,58714;97519;1;Marburg;19;Kurrent;Haus;au;Hinner urem Haus schtehn drei schene Äppelbämcher met rore Äppelcher.;;Heiser;ei;Sei Brurer well sich zwe schene naue Heiser in aurem Garde baue.;
korr.: Link;20/22;14635;Erzweiler;ERZWEILER;7,436449875;49,61119749;534301;1;Marburg;1;Kurrent;Haus;au;Hinner oren Haus stehn drei schene Abbelbäm met rore Äbbelcher.;;Heiser;ei;Sei Brurer will seich zwee schene neie Heiser in eirem Garde baue.;
korrigiert: Link;21/22;14670;Nussbach;NUSSBACH;7,69526;49,62895;99617;1;Marburg;4;Kurrent;Haus;au;Hinner unserm Haus schtḛhn drei schéne Ebbelbä̀mchèr métt rore Ebbelchèr.;;Heiser;ei;Seḭn Brurèr will sich zwä̀ schéne neie Heiser in aurem Garde baue.;
korr.: Kropf/Link(Diakritika);22/22;14693;Dannenfels;DANNENFELS;7,94492;49,62669;97006;1;Marburg;4;Kurrent;Haus;au;Hinner unserm Haus do stehn’ drei Ebbelbämcher mit rore Ebbelcher.;;Häuser;äu;Sei Brurer will sich zwa schöne, neue Häuser en eurem Gahrde baue.;
korr.: Kropf/Link(Diakritika);23/22;14724;Monsheim;MONSHEIM;8,20454;49,63649;98182;1;Marburg;1;Kurrent;Haus;au;Hiner unserm Haus schtehen drei schöne Eppelbämcher mit rohre Eppelcher.;;Häuser;äu;Sei Brurer will sich zwe schöne neie Häuser in euerm Garte bauen.;
korr.: Link;17/23;14752;Sankt Matthias;SANKT MATTHIAS;6,6329076;49,73705783;534212;1;Marburg;1;Kurrent;Hous;ou;Henner onsem Hous stihn dreï schihner Äbbelbahm mett ruhten Äbbelchern.;;Heïser;eï;Seï Bruhder wöll sig zwai schihne neïe Heïser enn eïerm Gôhrden bauen.;
korr.: Link;18/23;14955;Bescheid;BESCHEID;6,89034;49,75266;97643;1;Marburg;1;Kurrent;Haus;au;Hänner uhsem Haus stehn drai schiener Aabelbämcher möt roede Äbelcher.;;Heiser;ei;Säi Brouder wöll säich zwä schener nauer Heiser en äire Goarte baue.;
korr.: Link;19/23;14971;Allenbach;ALLENBACH;7,16681;49,75594;96587;1;Marburg;1;Kurrent;Haus;au;Henn'r usem Haus stehn drei schern Abelbämcher met rore Äbelcher.;;Heiser;ei;Sei Brourer well seich zwei schene naue Heiser en aurem Garte baue.;
korrigiert: Link;61/46;1499;Stara Rzeka;STARA RZEKA;18,31669;53,6553;152200;1;Marburg;1;Kurrent;Hus;u;Hinja unsem Hus stoana dre schmucka Aepelbem mit roda Aepeljes.;;Hisa;i;Sia Broda wia sidj dwee schmucka nija Hisa in sinem Goada buga;
korr.: Link;20/23;14999;Berschweiler bei Kirn;BERSCHWEILER BEI KIRN;7,39191;49,77036;101007;1;Marburg;19;Kurrent;Haus;au;Hinner usem Haus stehn drei schene Appelbamcher met rohre Appelcher.;;Heiser;ei;Sei Brurer well sich zwe schene naue Heiser in auer Garde baue.;
korrigiert: Link;21/23;15018;Bad Sobernheim;BAD SOBERNHEIM;7,64796;49,7846;98789;1;Marburg;1;Kurrent;Haus;au;Hinner unsem Haus schtehn drei schene Appelbämcher met rohre Äppelcher.;;Heiser;ei;Sei Brure will sich zwä schene neie Heiser in eirem Gaarte baun.;
korr.: Kropf/Link(Diakritika);22/23;15042;Neu-Bamberg;NEU-BAMBERG;7,92068;49,79459;98807;1;Marburg;1;Kurrent;Haus;au;Hinner unserm Haus schtehn drei schenn Eppelbaam met rohre Eppelcher.;;Heiser;ei;Sein Brurer will sich zwaa schene neie Heiser in auer Gaarte baue?;
korr.: Kropf/Link(Diakritika);23/23;15066;Bechtolsheim;BECHTOLSHEIM;8,19083;49,80215;100524;1;Marburg;1;"Kurrent; Schreiber verwendet zwei Schreibweisen von ""ß"" (vgl. WS 02: ""beßer"" und WS 15: ""geweßt"")";Haus;au;Hinner unserm Haus stieh drei schiene Appelbämcher mit rothe Aeppelcher.;;Häuser;äu;Sei Brurer will sich zwa schine neue Häuser in euer Gaarte baue.;
korr.: Link;16/24;15088;Bollendorf;BOLLENDORF;6,35877;49,85133;96333;1;Marburg;1;Kurrent;Haus;au;Hanner esem Haus stĭn dreih schinner Aepelbamcher matt ruden Aepelcher.;;Haiser;ai;Seih Brōder wĕl sich zwai schiener naier Haiser ann aiern Go͜art bauen.;
korr.: Link;17/24;15096;Preist;PREIST;6,62928;49,90606;99873;1;Marburg;1;Kurrent;Haus;au;Hanner isem Haus schtin drei schinger Aepelbemcher mat ruden Aeplcher.;;Heiser;ei;Sei Broder wöll sich zwä schinger nauer Heiser an euren Gorde bauen;
korr.: Link;18/24;15118;Pohlbach;POHLBACH;6,88064;49,90937;100611;1;Marburg;1;Kurrent;Haus;au;Hanner insem Haus stihn 3 schiener Äpelbäumcher mat ruden Äpelcher.;;Heiser;ei;Sehn Bruder well sich zwai schiner neier Heiser an eiern Garden bauen.;zwai: oder zwa i?
korr.: Link;19/24;15137;Kautenbach;KAUTENBACH;7,12694;49,9156;98569;1;Marburg;1;Kurrent;Haus;au;Henna usem Haus stehn drei schöne Apelbämcher met rote Äpelcher.;;Heisa;ei;Sei Brurer well sech zwä schöna neua Heisa en eiera Garte baun.;
korr.: Link;20/24;15334;Kirchberg (Hunsrück);KIRCHBERG (HUNSRÜCK);7,40287;49,94174;100656;1;Marburg;1;Kurrent;Haus;au;Hinner unserem Haus schdehn drei scheene Äbbelbäämcher mit roore Äbbelcher.;;Heiser;ei;Sei Brure will sich zwä scheene neie Heiser in eirem Gaarde baue.;
korrigiert: Link;21/24;15349;Ellern (Hunsrück);ELLERN (HUNSRÜCK);7,64098;49,98645;96652;1;Marburg;1;Kurrent;Haus;au;Hinnig usem Haus stehn dreu schöne Äbbelbämcher met rohre Äbbelcher.;;Häuser;äu;Seu Brurer will sich zwä schöne naue Häuser in aurem Garde baue.;
